ID,Title,Artist,Genres,Location,Latitude,Longitude,Tempo,Year
SOEYCMO12A8C13CDBB,Venti scudi,Juan Diego Flórez / Mariusz Kwiecen / Orquestra de la Comunitat Valenciana / Daniel Oren,"['bel canto', 'classic rock', 'classical', 'classical crossover', 'disco', 'electronic', 'ferclasica', 'house', 'latin', 'male vocalist', 'mariachi', 'mexico', 'opera', 'opera singer', 'peru', 'pop', 'pop rock', 'punk', 'ranchera', 'rock', 'spanish', 'tenor', 'trance', 'united states', 'vocal']",,,,61,0
SOZWMDF12AB018317A,Idnnitkhtr,TAKARU,"['alternative rock', 'american', 'california', 'chaotic', 'chaotic - hardcore', 'crust', 'emo', 'emo hardcore', 'emo violence', 'emocore', 'experimental', 'grind', 'hardcore', 'hardcore punk', 'indie', 'indie rock', 'math-core', 'metalcore', 'post-hardcore', 'progressive', 'punk', 'rock', 'san francisco', 'san francisco bay area', 'screamo', 'screamo hardcore', 'search', 'skram', 'united states']",,,,122,2004
SOBCBQB12A8AE47374,Looking Back,John Mayall & The Bluesbreakers,"['60s', '70s', '80s', 'acoustic', 'blues', 'blues-rock', 'british', 'british blues', 'canada', 'chicago blues', 'classic rock', 'country blues', 'country rock', 'delta blues', 'easy listening', 'electric blues', 'electronic', 'english', 'european', 'experimental', 'folk rock', 'germany', 'guitar', 'hard rock', 'harmonica blues', 'jazz', 'london', 'louisiana blues', 'male vocalist', 'metal', 'mod', 'modern electric blues', 'nederland', 'piano blues', 'pop', 'pop rock', 'psychedelic', 'psychedelic rock', 'r&b', 'rock', 'singer-songwriter', 'soft rock', 'soul', 'soul jazz', 'southern rock', 'surf music', 'trip hop', 'united states']",,,,131,1997
SOFXTES12AB01831D1,The Sun is here for you,Jane Winther,['meditation'],,,,91,0
SOHBIKM12AB01840AF,Cabaret,Mademoiselle Sane,"['alternative rock', 'ambient', 'beautiful', 'cabaret', 'chanson', 'electronic', 'experimental', 'female vocalist', 'french', 'rock', 'synthpop']",,,,122,2007
SOODZRY12A6D4F81A0,It's All Understood,Jack Johnson,"['acoustic', 'acoustic guitar', 'beautiful', 'blues', 'folk', 'guitar', 'lyrical', 'mellow', 'modern rock', 'piano', 'pop', 'relax', 'rock', 'romantic', 'singer-songwriter', 'soft', 'song writer', 'soul', 'soundtrack', 'surf music', 'up beat', 'vocal', 'warm']","Galveston, TX",,,131,2000
SOESALW12A6D4F7BBD,All That's Left,Thrice,"['acoustic', 'aggressive', 'classical', 'emo', 'emocore', 'emotional', 'experimental', 'hardcore', 'heavy', 'jazz', 'metal', 'metalcore', 'piano', 'pop', 'post-hardcore', 'progressive', 'punk', 'rock', 'soul']","Orange, CA",,,183,2003
SOBYAAS12A8C1442B1,Golden Touch (LP Version),Shinehead,"['80s', '90s', 'acid jazz', 'ambient', 'bass music', 'big beat', 'breakbeat', 'breakcore', 'calypso', 'chill-out', 'classic rock', 'dance', 'dancehall', 'disco', 'downtempo', 'dub', 'easy listening', 'electro', 'electronic', 'europop', 'experimental', 'funk', 'germany', 'hardcore', 'hip hop', 'hip house', 'house', 'island music', 'italian disco', 'jazz', 'jungle music', 'lovers rock', 'pop', 'pop rap', 'pop rock', 'raga', 'ragamuffin', 'rap', 'reggae', 'rock', 'rock steady', 'roots reggae', 'ska', 'soca', 'space rock', 'techno', 'trance', 'trip hop']","London, England",,,151,1988
SOOKORU12AB01808EA,I Heard It Throught The Grapevine,Creedence Clearwater Revived,"['60s', '70s', '80s', 'alternative', 'alternative rock', 'american', 'american music', 'americana', 'blues', 'blues-rock', 'british pop', 'brutal death metal', 'california', 'classic', 'classic rock', 'country', 'country rock', 'energy', 'folk', 'folk rock', 'golden oldies', 'guitar', 'hard rock', 'heartland rock', 'indie', 'male vocalist', 'metal', 'oldies', 'pop', 'pop rock', 'progressive rock', 'psychedelic', 'punk', 'rock', ""rock 'n roll"", 'roots rock', 'singer-songwriter', 'southern rock', 'stoner', 'swamp rock', 'united states', 'vietnam', 'woodstock']",Lanciano Italy,42.2306,14.39059,123,0
SOJQTVV12A8C134387,That you fool ed me,Wilks,"['breakbeat', 'downtempo', 'drum and bass', 'dub', 'easy listening', 'electronic', 'hip hop', 'jazz', 'jungle music', 'rasta', 'reggae']",,,,95,0
SODPYXE12A58A7AF97,Problems,Mikey Dread,"['acoustic', 'africosmic', 'alternative rock', 'ambient', 'blues-rock', 'breakbeat', 'contemporary jazz', 'dancehall', 'dancehall reggae', 'deep house', 'dj', 'downtempo', 'dub', 'dub reggae', 'electronic', 'florida', 'french', 'hip hop', 'indie rock', 'industrial', 'instrumental', 'jamaica', 'jamaican', 'jazz', 'lovers rock', 'musica', 'post rock', 'producer', 'punk', 'rasta', 'reggae', 'rock', 'rock steady', 'roots', 'roots reggae', 'ska', 'soul', 'southern soul', 'united states', 'up beat', 'world', 'world fusion', 'world music']",Jamaica,18.11526,-77.27348,138,0
SOBBFPC12A8C142932,The Man From U.N.C.L.E.,The London Theatre Orchestra,"['dixieland', 'easy listening', 'jazz', 'orchestra', 'orchestral pop', 'ragtime', 'sci-fi', 'show tunes', 'soundtrack', 'vocal pop']",,,,167,0
SOWTJRG12AC9075799,Préliminaires_ par Philippe Pagès (feat. Philippe Pagès),Nicolas Bacchus,"['chanson francaise', 'los angeles', 'nouvelle scene francaise']",,,,84,2002
SOXIIPZ12A8C13EDC0,Is It The Skin I'm In?,Lyrics Born,"['alternative', 'alternative rap', 'blues', 'classic', 'funk', 'groove', 'hip hop', 'indie', 'new wave', 'pop', 'rap', 'rock', 'soul', 'underground rap']",Japan,,,151,2008
SOWGJTP12AB018637B,Requiem Blaster,Pumpkin Buzzard,"['alternative rock', 'ambient', 'black metal', 'country', 'creepy', 'dark ambient', 'death metal', 'doom metal', 'drum and bass', 'electronic', 'emo', 'experimental', 'experimental rock', 'folk', 'folk rock', 'free improvisation', 'funk soul', 'gabba', 'garage rock', 'grindcore', 'grunge', 'happy hardcore', 'heavy metal', 'hip hop', 'house', 'indie rock', 'industrial', 'industrial metal', 'industrial rock', 'intelligent dance music', 'jazz', 'latin', 'metal', 'metal punk', 'missouri', 'noise', 'noise rock', 'pop', 'pop rock', 'post rock', 'power electronics', 'psychedelic', 'punk', 'rock', 'united states', 'world']",Missouri,38.2589,-92.43659,111,0
SOGSOTK12A6D4FA596,Josephine (French Edit),Chris Rea,"['80s', '90s', 'acoustic', 'adult contemporary', 'album rock', 'alternative', 'alternative rock', 'art rock', 'ballad', 'big beat', 'blues', 'blues-rock', 'chill-out', 'classic rock', 'country rock', 'dance', 'deep house', 'disco', 'downtempo', 'dub', 'easy listening', 'electronic', 'europop', 'germany', 'hard rock', 'hardcore', 'hip hop', 'house', 'indie', 'indie pop', 'italian disco', 'jazz', 'oldies', 'pop', 'pop rock', 'progressive house', 'progressive rock', 'punk', 'r&b', 'reggae', 'rock', 'screamo', 'singer-songwriter', 'soft rock', 'soul', 'soundtrack', 'synthpop', 'trance', 'tribal house']","Middlesbrough, England",,,110,2008
SOFNAUM12AB01863B4,Ain't That Loving You Baby,John Hammond,"['60s', '70s', 'acoustic', 'alternative country', 'ambient', 'american', 'americana', 'blues', 'blues-rock', 'chicago', 'chicago blues', 'classic rock', 'country', 'dutch', 'electronic', 'female', 'female vocalist', 'folk', 'folk rock', 'funk', 'german', 'guitar', 'hard rock', 'indie', 'indie rock', 'jazz', 'motown', 'pop', 'progressive rock', 'rap', 'rock', 'rockabilly', 'singer-songwriter', 'soft rock', 'soul', 'stoner rock', 'united states']",,,,131,0
SODXTQB12AB018A5C0,Crustaceans As Castanets,Pagan Wanderer Lu,"['alternative', 'alternative pop', 'bbc introducing', 'electro', 'electronic', 'electronica', 'electropop', 'groovy', 'indie', 'indie rock', 'indietronica', 'lo-fi', 'pop', 'post rock', 'rock', 'singer-songwriter']",,,,140,0
SOBNDJL12AB01806C3,Hot Girls,Kiprich,"['afropop', 'bashment', 'comedy', 'contemporary reggae', 'dancehall', 'dub', 'electronic', 'house', 'jamaica', 'lovers rock', 'male vocalist', 'raasnap', 'raga', 'reggae', 'riddim', 'united states']",,,,101,0
SODIPHG12A58A7BEA6,Can't Stop Cocoa Tea,Cocoa Tea,"['80s', 'africa', 'alternative rock', 'ambient', 'bashment', 'chill-out', 'country', 'dancehall', 'dancehall reggae', 'deep house', 'disco', 'downtempo', 'dub', 'easy listening', 'electro', 'electronic', 'experimental', 'folk', 'funk', 'germany', 'groove', 'hip hop', 'jamaica', 'jamaican', 'jazz', 'jungle music', 'latin', 'lovers rock', 'male vocalist', 'psychedelic', 'raga', 'rasta', 'reggae', 'rock', 'rock steady', 'roots', 'roots reggae', 'roots rock reggae', 'singer-songwriter', 'ska', 'soca', 'soul', 'united states', 'world']","Kingston, Jamaica",,,146,1991
SOCIKSS12AB01841A8,Merry Christmas Baby,The Continentals,"['90s pop', 'ballad', 'big band', 'blues-rock', 'bossa nova', 'brazilian', 'christian', 'classic rock', 'contemporary christian', 'drum and bass', 'easy listening', 'german pop', 'gypsy jazz', 'italy', 'jazz', 'jazz samba', 'latin', 'latin jazz', 'lusofonia', 'pop', 'rock', 'rockabilly', 'samba', 'spiritual', 'swing', 'up beat', 'washington dc']",Washington DC,38.8991,-77.029,111,0
SOLMKME12B0B8081D3,Slave Song,Sade,"['acoustic', 'adult contemporary', 'beautiful', 'classic', 'country', 'cover', 'diva', 'female', 'funk', 'gospel', 'groove', 'grunge', 'guitar', 'jazz', 'latin', 'male', 'melancholia', 'mellow', 'original', 'pop', 'quiet', 'quiet storm', 'reggae', 'rock', 'sad', 'singer', 'smooth', 'soft', 'sophisticated', 'soul', 'soulful', 'soundtrack', 'swing', 'urban', 'vocal', 'vocalist', 'voice']","Ibadan, Nigeria",7.37884,3.89527,118,2000
SONTBKA12A8C144020,U Not Like Me,50 Cent,"['00s', '80s', 'acoustic', 'alternative', 'alternative rock', 'american', 'beat', 'classic rock', 'club', 'dancehall', 'east coast hip hop', 'east coast rap', 'emo', 'freestyle', 'funk', 'game', 'gangster rap', 'hard rock', 'hardcore', 'hardcore rap', 'hip hop', 'indie', 'instrumental', 'japanese', 'jazz', 'los angeles', 'male vocalist', 'metal', 'new york', 'parody', 'pop', 'punk', 'r&b', 'rap', 'reggae', 'rock', 'ska', 'soul', 'soundtrack', 'underground rap', 'united states']","Queens, NY",,,93,2002
SOKYTFZ12AB0189A73,Mark Practices,Rolfe Kent,"['00s', 'british', 'chill-out', 'classical', 'composer', 'contemporary', 'contemporary classical music', 'easy listening', 'english', 'european', 'film music', 'instrumental', 'jazz', 'movie score composer', 'movie soundtrack', 'original score', 'ost', 'smooth jazz', 'soundtrack', 'soundtrack composer']",,,,70,0
SOIUVCM12AB0186D78,Crave and Wonder,Arc Angels,"['album rock', 'alternative rock', 'blues', 'blues-rock', 'gramusels bluesrock', 'guitar', 'hard rock', 'indie rock', 'rock', 'slide', 'southern blues rock', 'southern rock', 'texas']","Austin, TX",,,120,0
SOJGPHT12A6D4FA2BF,The Windmills Of Your Mind,Toots Thielemans,"['ambient', 'baroque', 'bass', 'bebop', 'belgium', 'blues', 'bossa nova', 'brazilian jazz', 'chill-out', 'composer', 'contemporary jazz', 'cool jazz', 'dub', 'easy listening', 'electronic', 'electronica', 'female', 'folk', 'free jazz', 'french', 'funk', 'gothic metal', 'guitar', 'instrumental', 'jazz', 'latin', 'latin jazz', 'lounge', 'mainstream jazz', 'male', 'mellow', 'nederland', 'piano', 'progressive', 'progressive rock', 'relax', 'saxophone', 'smooth jazz', 'soul', 'soul jazz', 'swing', 'synthpop', 'trip hop', 'united states', 'world', 'world fusion']","Brussels, Belgium",50.84838,4.34968,122,0
SOEWQUV12A8AE46AA4,Mighty Lak' a Rose,Marilyn Horne,"['20th century', 'bel canto', 'british pop', 'christmas music', 'classical', 'female opera singer', 'female vocalist', 'gospel', 'holiday', 'mezzo', 'mezzo-soprano', 'opera', 'opera singer', 'pop', 'pop rock', 'rock', 'soprano', 'up beat', 'world reggae']",Great Britain / UK,54.31392,-2.23218,60,0
SOFUXYZ12AB018C902,Junko partner,Mike Bloomfield,"['60s', '70s', 'adult contemporary', 'american', 'blues', 'blues guitar', 'blues-rock', 'boogie', 'chicago', 'chicago blues', 'classic blues', 'classic rock', 'electric blues', 'guitar', 'guitar god', 'guitar virtuoso', 'hip hop', 'progressive rock', 'psychedelic', 'rock', 'soft rock', 'texas', 'winter']",,,,168,1996
SOZQPHD12AB0183D23,1969,Iggy And The Stooges,"['70s', 'classic rock', 'detroit rock', 'experimental rock', 'garage rock', 'hard rock', 'protopunk', 'psychedelic', 'punk', 'rock']","Ann Arbor, MI",42.32807,-83.7336,231,1969
SORZMJJ12A58A7E2D0,Dixième Commandement,Papa Wemba,"['acoustic', 'africa', 'african', 'afro', 'afrobeat', 'afropop', 'ambient', 'belgium', 'bossa nova', 'buddamat', 'congo', 'congolese', 'country', 'deep house', 'downtempo', 'dub', 'electronic', 'ethnic', 'folk', 'folk rock', 'funk soul', 'house', 'jazz', 'latin', 'male vocalist', 'neofolk', 'new age', 'pop', 'reggae', 'rock', 'singer-songwriter', 'soukous', 'synthpop', 'tribal', 'trip hop', 'vocal', 'world', 'world beat', 'world fusion', 'world music', 'zouk']","Kasai, Zaire",-4.03479,21.75627,123,0
SOQZGAT12A8C134122,Its Raining,Alternative TV,"['70s', '77 style punk', '80s', 'alternative pop rock', 'alternative rock', 'british', 'british punk rock', 'england', 'european', 'experimental', 'experimental rock', 'indie rock', 'italy', 'london', 'new wave', 'no wave', 'nurse with wound list', 'oi', 'political', 'punk', 'punk new wave', 'riot grrrl', 'rock']","London, England",51.50632,-0.12714,119,0
SOQVGIU12AB0180C10,Centopéia,Hélio Ziskind,"['banda', 'gaita', 'latin', 'world reggae']",,,,107,0
SODJTQG12A8C135B04,Etre Le Premier,Jean-Jacques Goldman,"['80s', '90s', 'acoustic', 'alternative', 'ballad', 'blues-rock', 'canada', 'chanson', 'chanson francaise', 'composer', 'easy listening', 'electronic', 'emo', 'european', 'europop', 'folk', 'francophone', 'french', 'french pop', 'french rock', 'funk', 'guitar', 'guitar virtuoso', 'male', 'male vocalist', 'nederland', 'new beat', 'new wave', 'oldies', 'pop', 'pop rock', 'r&b', 'rock', 'rock francais', 'singer-songwriter', 'soft rock', 'soundtrack', 'synthpop', 'vocal', 'western', 'world']","Paris, France",48.85692,2.34121,126,0
SOXPTZV12A58A7DF86,Road-Age at the Farmers Market,Population Reduction,"['black', 'brutal', 'california', 'chicago', 'death metal', 'doom metal', 'grind', 'grindcore', 'los angeles', 'metal', 'old school', 'party music', 'punk', 'rock', 'san francisco', 'thrash metal']",,,,127,0
SOEDZFJ12A8C1370AE,Inner Chamber,Aeoliah,"['ambient', 'canada', 'celtic', 'chill-out', 'classical', 'contemporary', 'country', 'deep', 'downtempo', 'dream', 'easy listening', 'electric', 'electro-acoustic', 'electronic', 'energy', 'experimental', 'folk', 'germany', 'healing', 'instrumental', 'light', 'lounge', 'love song', 'meditation', 'mellow', 'minimal', 'modern classical', 'nederland', 'neoclassical', 'new age', 'new wave', 'peaceful', 'piano', 'progressive rock', 'relax', 'relaxation', 'rock', 'spiritual', 'switzerland', 'tribal', 'united states', 'world', 'world fusion']",Canada,56.95468,-98.30897,134,0
SOJIQVT12AB0189EB1,La Fluta Magica,Fajardo,"['american', 'boogaloo', 'charanga', 'conscious', 'cover', 'cuba', 'latin', 'los angeles', 'salsa', 'son cubano', 'spanish', 'world']",,,,121,0
SOELWIL12A8C14373B,L'antillais Donne,Francky Vincent,"['acid jazz', 'antilles', 'ballad', 'caribbean', 'chanson', 'country', 'creole', 'disco', 'downtempo', 'electronic', 'euro-house', 'europop', 'folk', 'french', 'hip hop', 'house', 'kizomba', 'latin', 'pop', 'rave', 'reggae', 'salsa', 'synthpop', 'techno', 'world', 'world music', 'world reggae', 'zouk', 'zouklove']",,,,115,0
SOECOIA12A8C132F39,Dayz Of Our Livez,Agency 1.9.9.4,"['american', 'death rap', 'east coast', 'east coast rap', 'hip hop', 'horror music', 'horrorcore', 'rap']",South Carolina,33.62646,-80.9474,90,0
SOVZDMI12AB0188DA6,It Ain't The Meat It's The Motion,Maria Muldaur,"['acid jazz', 'big beat', 'blues', 'blues-rock', 'bossa nova', 'chicago blues', 'classic female blues', 'classic rock', 'country', 'country rock', 'dance pop', 'death metal', 'disco', 'doo-wop', 'dub', 'electric blues', 'electronic', 'experimental', 'female vocalist', 'folk', 'folk rock', 'funk', 'hard rock', 'hip hop', 'indie', 'jazz', 'jazz blues', 'jug band', 'latin jazz', 'lounge', 'oldies', 'pop', 'pop rock', 'psychedelic rock', 'rap', 'rhythm noise', 'rock', 'rockabilly', 'salsa', 'screamo', 'singer-songwriter', 'smooth jazz', 'soft rock', 'soul', 'southern rock', 'southern soul', 'swing', 'vocal jazz']","New York, NY",40.71455,-74.00712,138,1974
SOZMRSH12A8C141244,Hymne A L'Amour,Marcel Azzola,"['accordion', 'chanson', 'country', 'easy listening', 'folk', 'french', 'gypsy jazz', 'jazz', 'musette', 'pop', 'swing', 'world']",,,,182,0
SOEOMWI12A67ADB831,Million Teardrops,Jimmy Cliff,"['acoustic', 'ambient', 'ballad', 'british pop', 'chanson', 'chill-out', 'classic rock', 'country rock', 'dance', 'dancehall', 'disco', 'downtempo', 'dub', 'electronic', 'folk', 'folk rock', 'funk', 'germany', 'happy hardcore', 'hard trance', 'hardcore', 'hip hop', 'house', 'indie', 'indie rock', 'jungle music', 'lovers rock', 'new wave', 'oldies', 'pop', 'pop rap', 'pop rock', 'psychedelic rock', 'reggae', 'rock', 'rock steady', 'roots reggae', 'singer-songwriter', 'ska', 'soft rock', 'soul', 'soundtrack', 'synthpop', 'techno', 'trance', 'trip hop', 'world', 'zouk']","St. Catherine, Jamaica",18.04552,-77.02659,84,0
SOQWSGM12A6D4FC3C6,You Left Me,The Maine,"['00s', 'alternative', 'arizona', 'electric', 'emo', 'emo pop', 'emotronica', 'fearless records', 'feel good', 'folk', 'happy emo', 'indie', 'indie rock', 'instrumental', 'maine', 'pop', 'pop punk', 'pop rock', 'power pop', 'punk', 'rock', 'synthpop', 'underground', 'warped 2008']",Maine,,,130,2008
SOYBGAM12AB017A82A,Speed Of Sound (Emergency Broadcast Album Version),White Heart,"['80s', '90s', 'ccm', 'christian', 'christian rock', 'contemporary christian', 'guitar', 'guitar hero', 'hard rock', 'pop', 'pop rock', 'rock']",,,,105,0
SOJMCCN12AB0185039,Happy Valentine's,Toby Love,"['bachata', 'heavy hitter', 'hurban', 'latin', 'latin pop', 'latino', 'reggaeton', 'salsa', 'spanish', 'united states', 'urban']",US,,,91,0
SOYBVOI12AB017AD6B,Lover In Demand,Delbert McClinton,"['alternative country', 'alternative rock', 'american', 'americana', 'blue-eyed soul', 'blues', 'blues-rock', 'chicago blues', 'classic rock', 'country', 'country blues', 'country rock', 'dutch', 'electronic', 'female', 'female vocalist', 'folk rock', 'funk', 'german', 'guitar virtuoso', 'hard rock', 'harmonica', 'harmonica blues', 'hip hop', 'honky tonk', 'indie', 'indie rock', 'jazz', 'modern electric blues', 'pop', 'pop rock', 'r&b', 'rap', 'rock', 'rockabilly', 'roots rock', 'soft rock', 'soul', 'soul blues', 'southern rock', 'synthpop', 'texas', 'texas blues', 'trip hop', 'urban']","Lubbock, TX",33.59233,-101.85587,112,2000
SOFEQWY12A6D4F94CC,2HB (1999 Digital Remaster),Bryan Ferry,"['album rock', 'art rock', 'england', 'glam', 'glam rock', 'jazz', 'pop', 'pop rock', 'progressive rock', 'protopunk', 'rock']","Washington, England",54.89814,-1.53179,149,1976
SOIVNTJ12AC468C685,'57 Chevrolet,Billie Jo Spears,"['60s', '60s pop', '70s', 'alternative country', 'american', 'btvs', 'classic', 'classic country', 'country', 'country divas', 'country folk', 'country pop', 'deutsche schlager', 'female', 'female country', 'female vocalist', 'folk', 'ireland', 'irish', 'motown', 'nashville', 'oldies', 'pop', 'progressive country', 'rock', 'rockabilly', 'singer', 'singer-songwriter', 'soul', 'traditional country', 'uk pop', 'united states']","Beaumont, TX",30.08615,-94.10158,186,1990
SOOWVZQ12AF72A0070,Don't Cha Know,Jimmie Vaughan,"['alternative rock', 'american', 'berlin', 'blues', 'blues guitar', 'blues-rock', 'chicago blues', 'classic rock', 'club', 'contemporary blues', 'country rock', 'dallas', 'dance', 'electric blues', 'folk rock', 'goa', 'guitar', 'house', 'indie rock', 'instrumental', 'jazz blues', 'male', 'male vocalist', 'modern electric blues', 'movie', 'ost', 'pop', 'r&b', 'rock', 'roots rock', 'soul blues', 'soundtrack', 'sympho black metal', 'techno', 'texas', 'texas blues', 'trance', 'tribal house', 'united states']","Dallas, TX",32.77815,-96.7954,129,1994
SONJEYU12AC468C050,The Battle Of New Orleans,Johnny Horton,"['50s', 'acoustic', 'american', 'americana', 'ballad', 'blues', 'blues-rock', 'california', 'canada', 'chanson', 'classic country', 'classic rock', 'cool jazz', 'country', 'country music', 'country rock', 'disco', 'easy listening', 'electronic', 'folk', 'folk rock', 'funk', 'gospel', 'honky tonk', 'jazz', 'jazz rock', 'los angeles', 'male', 'male vocalist', 'nashville sound', 'nederland', 'oldies', 'party music', 'pop', 'pop rock', 'progressive rock', 'psychedelic rock', 'rock', 'rockabilly', 'soft rock', 'soul', 'soundtrack', 'traditional country', 'united states', 'vocal', 'world']","Los Angeles, CA",34.05349,-118.24532,179,1959
SOQCKBB12AB01864F9,Keep It Going Louder (Tom Stephan Harder Mix),Major Lazer,"['club dance', 'deep house', 'disco', 'dub', 'electro', 'electronic', 'hard house', 'house', 'italy', 'minimal', 'progressive house', 'progressive trance', 'tech house', 'technical', 'techno', 'tribal', 'tribal house', 'uk garage']",,,,128,0
SOTARLM12AB0189263,Steppin' Out Tonight,The Jets,"['80s', '90s', 'acid jazz', 'alternative rock', 'ballad', 'big beat', 'christian', 'classic rock', 'dance', 'disco', 'downtempo', 'electro', 'electronic', 'europop', 'female vocalist', 'freestyle', 'funk', 'funk soul', 'germany', 'hip hop', 'house', 'italian disco', 'jazz', 'jazz funk', 'new beat', 'new jack swing', 'new wave', 'pop', 'pop rap', 'pop rock', 'r&b', 'reggae', 'rock', ""rock 'n roll"", 'rock steady', 'rockabilly', 'soft rock', 'soul', 'synthpop', 'teen pop', 'uk garage', 'united states', 'urban', 'vocal']",,,,97,0
SOULIKU12A58A78CE2,February Song [Live],Josh Groban,"['adult contemporary', 'christmas music', 'classical', 'classical crossover', 'classical pop', 'crossover', 'jazz', 'pop', 'pop rock', 'rock', 'singer', 'soundtrack', 'vocal', 'voice']",,,,140,2008
SOICOXW12A8C144D5C,You Should Be Free,Bruce Rowland,"['chill-out', 'classical', 'cult', 'easy listening', 'film music', 'groove', 'instrumental', 'orchestra', 'original score', 'soundtrack']",AUSTRALIA,-24.9162,133.39311,86,0
SOPVNEU12A58A77E90,You Lasses and Lads,The Baltimore Consort,"['acoustic folk', 'american', 'celtic', 'christmas music', 'country', 'early music', 'folk', 'holiday', 'maryland', 'mediaeval', 'mondiovision', 'orchestral pop', 'renaissance']",,,,69,0
SOJAMMF12A58A7656D,Take Her Out,Alice In Chains,"['acoustic', 'aggressive', 'alternative', 'alternative metal', 'alternative pop rock', 'alternative rock', 'beautiful', 'classic', 'epic', 'grunge', 'guitar', 'hard rock', 'heavy', 'heavy metal', 'high school', 'lyrics', 'mellow', 'metal', 'rock', 'seattle', 'sludge', 'soul', 'soundtrack']","Seattle, WA",,,97,2009
SORCMAR12AB018701E,Akhm Nakon,Saman,"['arab', 'dance', 'finish', 'folk metal', 'heavy metal', 'iran', 'metal', 'middle east', 'persian', 'power metal', 'rock', 'world']",,,,174,0
SORSEYK12AB01870D6,My Pillow,Roger Miller,"['60s', 'alternative rock', 'american', 'anti-folk', 'ballad', 'big band', 'blues', 'blues-rock', 'breakbeat', 'canadian', 'classic country', 'classic rock', 'country', 'country pop', 'country rock', 'downtempo', 'easy listening', 'electronic', 'english', 'experimental', 'folk', 'folk rock', 'folk-pop', 'garage rock', 'hard rock', 'honky tonk', 'indie rock', 'jazz', 'male', 'male vocalist', 'oldies', 'pop', 'pop rock', 'rock', 'rockabilly', 'singer-songwriter', 'soft rock', 'soul', 'soundtrack', 'techno', 'traditional country', 'united states', 'vocal', 'world']","Fort Worth, TX",32.74863,-97.32925,38,0
SOPOJSW12AC468C5D5,Ville Eyolf,Black Debbath,"['blues', 'classic rock', 'comedy', 'funny', 'guitar', 'humorous', 'metal', 'political', 'rock', 'stoner']","Oslo, Norway",59.91228,10.74998,84,2006
SOQERJP12A8C14130F,Everyone (LP Version),Socialburn,"['90s rock', 'abstract', 'alternative', 'alternative metal', 'alternative rock', 'american', 'beautiful', 'ebm', 'electro', 'electronic', 'emo', 'experimental', 'florida', 'germany', 'grunge', 'hard rock', 'hardcore', 'industrial', 'light rock', 'mainstream', 'metal', 'modern hard rock', 'modern rock', 'pop punk', 'post-grunge', 'punk', 'rhythm noise', 'rock']",,,,91,2003
SOUUOFU12AB018157C,Start Moving,Sal Mineo,"['60s', 'alternative rock', 'american', 'brill building pop', 'electronic', 'hardcore', 'male', ""rock 'n roll"", 'rockabilly', 'singer', 'techno', 'united states', 'vocal', 'vocal pop']",,,,161,0
SOFAICL12AB018F914,Thug Love,X-Raided featuring Teddy Bear_ Big Pook_ T-Nutty,"['00s', '90s', 'american', 'california', 'g funk', 'gangsta', 'gangster rap', 'hardcore rap', 'hip hop', 'horrorcore', 'horrorcore rap', 'mobb music', 'rap', 'sacramento', 'san francisco bay area', 'spanish hip hop', 'texas', 'underground rap', 'united states', 'west coast', 'west coast rap']",,,,130,0
SOIHMRM12A6D4F89CC,Check 1_2,EPMD,"['80s', '90s', 'aggressive', 'american', 'big beat', 'blues', 'chill-out', 'classic', 'classic hip hop', 'duo', 'east coast', 'east coast hip hop', 'east coast rap', 'electronic', 'electronica', 'funk', 'gangster rap', 'golden age', 'hardcore', 'hardcore rap', 'hip hop', 'long island', 'new york', 'new york city', 'old school', 'old school hip hop', 'old school rap', 'rap', 'smooth', 'underground', 'underground hip hop', 'underground rap', 'united states']",allentown Pennsylvania USA,,,200,1999
SOXNNAL12AB0182E8A,Show a Sign of Life,High Strung_ The,"['alternative rock', 'bass', 'bluegrass', 'daytrotter', 'detroit', 'fir', 'hip hop', 'indie', 'indie pop', 'indie power pop', 'indie rock', 'instrumental', 'pop', 'pop rock', 'post-grunge', 'rock', 'sxsw 2007', 'sxsw 2009']","Detroit, MI",42.33168,-83.04792,156,2003
SOLPVLB12AB01879CB,Mean Old World Blues,T-Bone Walker,"['ballad', 'blues', 'blues-rock', 'brazilian pop music', 'calypso', 'chanson', 'chicago blues', 'classic rock', 'cool jazz', 'country blues', 'country rock', 'delta blues', 'disco', 'doo-wop', 'dub', 'easy listening', 'electric blues', 'folk rock', 'free jazz', 'funk', 'garage rock', 'gypsy jazz', 'hard bop', 'hard rock', 'harmonica blues', 'jazz', 'jazz funk', 'jump blues', 'latin jazz', 'louisiana blues', 'mambo', 'new wave', 'piano blues', 'pop rock', 'psychedelic rock', 'r&b', 'ragtime', 'reggae', 'rock', 'rock steady', 'roots reggae', 'samba', 'singer-songwriter', 'ska', 'smooth jazz', 'soul jazz', 'tango', 'texas blues', 'vocal jazz']","Linden, TX",33.01158,-94.365,87,1983
SOHERZY12A8C13C62F,Hornpipes: The First of May / the New Century,Dale Russ / Finn MacGinty,"['guitar', 'humorous', 'irish', 'lullaby', 'traditional']",,,,191,0
